content,sentiment
"Jujur pagi2 tiba jd mellow karena ku kangen perkumpulan teman2 kids bintaro ku, sekarang mau ketemu aja susah bgt, ada yg sibuk kuliah, kerja, parahnya lg ada yg di wonogiri, ada yg di tegal jg, huhu:( I wish someday kita bisa kumpul lengkap lagi yaa gengs:')",neg
@rilanick Anak kecil jaman sekarang :( adekkupun korban imo,neg
"baru seminggu dari idul adha dan udah ada 3 tetangga gue punya hajat.. ampe hampir tiap hari dengar shalawat pas walimahan :"")",neg
"Kalo ada cowo ngajak chat atau jalan, aku si pake prinsip ""coba aja dulu, siapa tau cocok"" kalo udah bbrp kali jalan tp perasaanku tidak berubah yaudinnnn aku bilang jujur ""I don't feel the same way about you"". It hurts tapi mau gimana lagi yaaa, aku juga hurt loh di posisi ini",pos
"@BandofNOTHING ""SEA Tour 2019""\n• Live in Surabaya\n• 9 Oktober 2019\nMore info: @infokerass x Besok Pesta\nTicket available at @eventeventapp: https://t.co/YA28lo53k1 https://t.co/9e4y0BwtNM",neg
mau bisnis tapi kurang di percaya karena follower dikit? bisa beli dengan harga murah kok | baca di bio saya | #CP : Ada di BIO,neg
"F: mah aku mau kr padang beli tiket pesawat, mampir KL ya\nM: apaan, lion aja\nF: aku naik lion pusing, yauda ga ke KL tapi citilink\nM: kemayu\n\n*fany residen miskin yang tetep ingin ditreat like a princess",neg
Sepertinya mereka orang2 bayaran Ostrali sama Amrik deh yg sengaja bikin rusuh dan akhirnya Papua lepas ke mereka... Dasar!,neg
Upacara bendera HUT Republik Indonesia ke-74. Menuju Indonesia unggul! https://t.co/9szOCNoHeh,pos
"Karnaval Kemerdekaan pertama Keysha Anindya Tamba, Way Jepara Lamtim, Minggu 18 Agustus 2019. Capek dandan dari pagi, kumpul kecamatan, keliling pawai sm puluhan PAUD-TK\n\n#DirgahayuRI #CintaNKRI #MerahPutih #NKRI #Pancasila #Lampung #LampungTimur #KarnavalPAUD #IndonesiaRaya 🇮🇩 https://t.co/CinZ98StFF",pos
Sendernya pulang lewat mana ya\n\nMau gw begal,neg
"Coba kalo mbaknya tau tgl trfnya kapan, trus tinggal minta rekening koran ke bank. Kasih rekening korannya ke Ejak sbg bukti. Dr sini si Ejaknya udah mulai nyebrlun krn gamau ngasih tau tgl dan jumlah trf-nya saat itu juga",neg
Kesannya akan seperti balas dendam dan tidak akan ada habisnya...,neg
@Datok_Tamburin Saya sebagai seorang cat lovers keberatan jika ormas itu dihubung2kan dengan Kucing.\nTidak ada seekor kucing pun yang Islamophobia.\nDah gitu aja. https://t.co/z0cErfaPX0,neg
"@ardian_agil_ @ermayuliati Kalo nonton hape dicas full, kuota internet turah², bawa jajanan banyak, kalo perlu bawa bekal, pakaian hangat, dan bawa headset.",pos
@kurnia_suhardi Semangat mnddik mereka yg akn mnjadi SDM Indonesia Unggul buguyuuu 😂😂,pos
"Ketika negara lain sedang membicarakan berbagai macam ekspansi &amp; kemajuan,negara ini masih saja berputar-putar membicarakan masalah kesatuan dan persatuan.Seolah-olah arti dari kebhinekaan yang tertera didasar negara hanya semboyan hiasan belaka.\n#NKRI\n#DirgahayuKemerdekanRI74",neg
"Alhamdulillah, 1-1 ya.",pos
OCI GWE GA NYANGKA PELET LO MANJUR @rosseaness,pos
"di batam kalo kebangun karna kedinginan tinggal matiin AC, di bdg kebangun karna kedinginan sibuk nyari selimut tambahan, eh baru inget selimutnya lagi kotor :') salah bgt pake celana pendek di hari pertama di bdg :' dingin banget breee!! di batam jam segini dah gerah deh asli...",neg
@darniiing asliii dar meni ingin ih bandung timur jadi pusat kota..,neg
Udara jakarta bikin alergi crazy 😷 mana lupa bawa masker,neg
Banter. Mbleyer. Salah.,neg
"@ivanlanin @adnaoy Atau mungkin, untuk translasi kementrian, bisa mencari di web resminya? Biasanya ada versi bahasa Indonesia dan Inggris.",neg
"Euforia kemerdekaan masih terasa tapi masyarakat sudah terpecah belah lagi karena org ketiga yg mengadu domba.\nHuf, ada yg benci lihat Bangsa Indonesia bahagia ya.\nSad.\n#somad",neg
"Euforia kemerdekaan masih terasa tapi masyarakat sudah terpecah belah lagi karena org ketiga yg mengadu domba.\nHuf, ada yg benci lihat Bangsa Indonesia bahagia ya.\nSad.",neg
"Pekerjaan ku riba,\nAku sering berzina, \nTingkah ku pun membuatmu terluka,\nAkhirnya dosaku bermekaran bagaikan taman bunga yang indah bermekaran harum mewangi",pos
@dindaaishaa Wkwk iyak lagi jiwa paskib masih ada dalam raga ini. Langsung nyanyi “paskibra 150 berjiwa satria tidak pernah mengenal keluh kesah...,neg
"Saya juga berfikir seperti itu. Mengapa tidak mencari tempat yg tdk jauh dari Jakarta, Cirebon atau Palembang misalnya...",neg
@mitchellvii God fearing! Good one ha ha ha! Anyone that believes Donald Trump is religious is delusional.,neg
@kumparan Emang kita udah hidup dizaman fitnah bertebaran dimana-mana yha........,neg
@monstreza Pagi di surabaya. Melihat fotomu. Mendapati ketenangan.,pos
"Kok pas ya 4:44. Koyok gak asing ambek angka 4,opo maneh skor 4-0 hmmmmmmm 😫😫😫",neg
"Ceritanya mau Solo, tapi kebablas nyampe Malang 🤣\n\nGuitar : @j_evezt \nVocal : aji_setyo_gunawan\n•\n•\n•\n•\n•\n•\n#Latepost #throwback #hometournament #music #lottemart #bekasi #bekasisquare #bass #bassist #fjazzbass #wkwk… https://t.co/xgOQ2xz2td",neg
"Indo banyak rakyat yang harus diurus,\nSedangkan rakyaknya kebanyakan terlalu dimanja oleh pemerintahan sebelumnya\n\nBelum lagi 'budaya' korupsi yang sudah mengakar,\nMasih akan terus berlanjut kah?\n\nTerlalu banyak hal sepele yang seharusnya bisa diatasi dg kesadaran rkytnya sendiri",neg
"Kita semua tau, banyak hal yang terjadi dalam pemerintahan kita\n\nJika ingin ada perubahan yg signifikan, coba masuk ke dalamnya, bantu dg tenaga dan pikiran yg kau punya\n\nSaya jg pernah kontra dg pemerintah, tapi tak semua hal harus disalahkan pada pemerintah, apalagi presiden",neg
"Pero como hm hm, no se que decirles, ni como retomar las cosas, i just like, i feel like them hate me now.\nY entre esa gente que eran de Internet, ojalá poder hablar con ellos en persona, que por mensaje no doy una",neg
"Wow. This is pretty disgusting. I'm not sure how You justify the State of Israel unless You have a religious Fundamentalist mindset, which is wrong. Everything to with Israel is a lie. Plato had more to do w/Monotheism than the Jews. \n\nhttps://t.co/bcmedOMDWZ",pos
"Tepat satu tahun yang lalu, saya pun bikin mash up video selama tugas volunteer Asian Games 2018, nih linknya tonton sampai habis ya :)\nhttps://t.co/caA4wWsYzd\n\n#AsianGames2018 \n#asiangames\n#Indonesia\n#volunteer\n#AG2018",pos
"Tepat satu tahun yang lalu, saya oun bikin mash up video selama tugas volunteer Asian Games 2018, nih linknya tonton sampai habis ya :)\nhttps://t.co/caA4wWsYzd\n\n#AsianGames2018 \n#asiangames\n#Indonesia\n#volunteer\n#AG2018",pos
"Gamau bgt punya kesan “galak” di org lain, bkn tkt image jelek, tp cmn gamau org liat gabisa dijadiin temen sumpah emg kadang otak gua error, plis bertemen sm gua wkwkwkwkwkwkw gua ga galak anjeeng",neg
That creepy dude need to go to jail smh. Setelah kasus audrey harusnya netijen lebih hati2 dlm milah informasi dari internet. How scary everything can be manipulated.,pos
@FOODFESS2 Tim pilih yang paling murah 🙃,pos
"Tidur sana tidur!! Udah mau pagi, oppa harus istirahat! Ga boleh main game sampe pagi. \n\nKalau sampe aku stalk besok jam 5 masih on awas ya opp, aku tembak @SF9_HWIYOUNGG &gt;,&lt;\n\n https://t.co/hVhf1teH7K",neg
"Judulnya ""WoW"" banget ini...\n\nBenarkah ???\n\n#SeriusNanya",pos
Ngakak bgt goblok wkwkwkwkwkwkwkwwkwkwjjw anjrit,neg
"@ituadalahaqu @ShopeeCare @ShopeeID I feel you kak, yg balas keluhan kita orang nya beda2 ya jelas aja diminta hal yg sama berulang2, kek ngomong sama robot. Dana kita ditahan buat bayar ambassador artis2 luar itu kali @ShopeeID @ShopeeCare",neg
House Dems could retaliate against US and Israel ambassadors after banned visit: report\n\nhttps://t.co/T9eA5zrlXu\nAre you kidding me. This shows that the Dems are anti Jews and want to see all the Jews back into concentration camps. They are no better then the KKK and Nazis.,pos
Ledakan meriam tanda detik-detik proklamasi diganti petasan dan kembang api mengarah tepat ke kabel tower listrik di belakangku.\n\nUpacara sambil mir-miren. :'))) https://t.co/smaUUgXYPT,pos
.@IDHW says Idaho’s first two human cases of West Nile virus infection for 2019 have been confirmed in residents of Washington County. IDHW says WNV activity has been detected in 10 counties in the state. https://t.co/9QPXZtDmQH,neg
"Baru saja peringatan hari kemerdekaan, eh @Telkomsel merampok sisa pulsa regulerku. Padahal aku sudah mengaktifkan paket internet sebelum menggunakan internet. Segera kembali sisa pulsa regulerku!",pos
......tp fukuda-gumi mah kecil kemungkinan masukin anak jonis kayanya. satu-satunya anak jonis yg pernah kerja bareng fukuda-kantoku cuma tsuyoshi domoto jadi takasugi.\n\n.......SUMPAH BARU MAU NGETWEET INI DAN GUA BARU TAU BELIO PERNAH KERJA BARENG MARIUS ASDDDKDKSLSK,neg
LAPAR KAN MATA GUE BANGSAT,neg
"@bbychajunho @tayokodoqqu @jodohmaspriki @woohangyul @HangyulMamak @fromuniverse11 @billyrawrs @flawlesseobin Huhu iya ih:"") poho akunya kalo kamu penguasa jakarta:""""""""",neg
kalo masalah keracunan ini belom sembuh besok ke dokter kali ye,neg
"@tubirfess Itu chat mamanya sedih bgt ya Allah. Keluarganya udah ikhlas kalau memang anaknya kaya gitu, ga taunya difitnah. Fitnah lebih kejam daripada pembunuhan 😭",neg
@byeong131 Hahaha sama suka nontonin klo kangen Hanbin pas lagi banyak gaya. Apalagi yang mau muter2 itu kocak banget dia sama Bobby 🤣,pos
@febrofirdaus @PolrestabesSby @polresmalangkab Mbak dari media mana? Sudah berusaha cover both side? Kok malah bikin petisinya gini? Mbak tau nggak yg dilakukan aksi massa papua yg di malang ke Polisi seperti apa?,neg
"Weasel Zippers: Tlaib to Attend Event With Virulently Anti-Israel, Pro-BDS Group Instead of Visiting Israel https://t.co/P9ekNzjq21",pos
"@SebuahMerek @nanananabillera @unicornmnfs Yak, dan TB adalah cara memahami Alkitab dengan bahasa Indonesia yang paling mudah :)",pos
Selamat ulang tahun Mein Liebes Heimatland Indonesia 💕,pos
"Malam ini saya [berobat (red: pijat refleksi)] ke Ust. Zaid bareng Aisy. Lho, malah disuguhi makan. Mie Ayam Original (baru launching) no micin, no saos. Mau? Ada di Jl. Terusan Sulfat No. 15 Kota Malang (Free!!) https://t.co/M8rYDe4MM0",neg
BRENGSEK LU,neg
@opiopirahayu @NanangHaikal @AmbarwatiRexy Iyaa bener bgtt sering denger cerita dr sepupu yg kerja di instansi pemerintah huhuu parah bgt,neg
Humm que solzinho bom pra ter alguém me enforcando enquanto mete com força,neg
Dapet banyak paket tengah malem✊🏻,pos
Iyo iyo mas koe paling bener sing salah Gusti 🙏🏻,neg
"Kapok paket data tinggal 3gb, dan baru beli tgl 11 gila gue",neg
ini oknum parkwooz ung sm mas donghyun gamau post selca apa ak butuh asupan tolong,pos
@ghabaners bodynya 9/10 masih seken bgt. jd bayangin itu tubuh gua peluk dr belakang. 😂😂😂,pos
@nerevtysc jdinya aku yg ngambil absen di ruang guru 👍,neg
@Prambors @kresnajulio @Hannydinis pindah ibu kota tak semudah mencintaimu #SunsetTrip,pos
Gua masih momati liat foto ini,neg
setelah selesai krsan saatnya aku kembali ke goa lagi alias matiin notif line https://t.co/RwhuggTUGQ,neg
"치료실 : treatment room, semoga beneran check up atau cuma perawatan minor bukan yang aneh aneh,,,,\n\nhttps://t.co/zol7acZ9XI",neg
Ketika di grup keluarga ngajakin meetup di hari raya idul adha. Dan kamu kena tugas luar kota. Dan parahnya kamu lupa kalo besok minggu itu idul adha 😔,neg
"@DMenfesss part time untuk anak kuliahan banyak, coba dulu :)",pos
mau nontonnnnn therefore biar nangis banjir sekebon karna aku rindu \n\n#우리워너원_이주년_축하해 #TwoYearsWithWannaOne,neg
harusnya gue unlink aja ini jenius dari spotify.... kaget bgt kena auto debit.. mana uang gue habis😭,pos
siapa yg udah banjir angkat jempol,pos
gapaham lg sedih bgt udah banjir😭😭😭😭😭😭😭 https://t.co/WuycW5SiSt,neg
@tanya2rl awas bahaya wkwkwk,neg
@VibianSky_ @razienurul @enengAnis Ga usah gimick! Sosokan jadi korban :(,neg
Siapa tu yg salah pake baju batik,neg
"Tauga dulu inget bgt salah satu guru (( GURU BIO LOH PDHL, cewek pula )) ngomong ""kl ada yang sakit karena mens, saya ga izinin masuk uks. Orang udh seharusnya kek gt"" smh😔😔😔😤",neg
Kurang greget apa coba mak gw peliharaannya burung hantu,neg
@gnudnab @GrabID sampe sekarang yg kasusnya paling ngeselin gw masih inget no-polisi motornya. pengen bgt aduin ke @GrabID tapi ntar drivernya di suspend. mutus mata pencaharian orang. masuk lamtur dibilang jahat. tapi w juga didzolimi. musti gimana akutuuuu.,neg
yaAllah sedih bgt liat saldo bca gua kenapa ya liburan gini amat,neg
sampe chungha gua marah bgt gamau tau,neg
jadi sebenernya dr dulu tuh dia emg jarang bgt ngeong ga kyk kucing lain.. nah pernah tuh kyknya 2/3 taun lalu pas bulan puasa kyk jam 2 pagi gt dia ngeong kan trs sm mak gua di 'sshhh'in trs abis itu dia ga ngeong lg dong bertaun2!! jahat bgt mak gua,neg
"jadi sejak itu setiap dia ngeong pasti satu rumah gua excited seneng bat gt, dia ngeong kl ada maunya doang skrg trs ngeongnya juga merdu ya gak bacot kyk pussy",neg
@salmanauf @n0tyourbusin3ss @SilumanDingDong punya temen bapak gua arwana woe sampe stress wkwkwkwk,neg
Min internet masih gangguan kah? @FirstMediaCares,neg
gausa banyak protes deh mba2nya yang penganut bim. kalian bukan park jihyo.....,neg
"@dtwahyudi kata dinar coba istirahatin matanya, liat yang seger-seger gitu oWo",neg
"@idolfess 2011-2013/14 trus brenti jd kpopers, masuk lg 2016/17\ntemen sd\nsnsd ato bigbang ya, lupa\npernah\nsone(?) gua gatau sih gua dulu bs dibilang msk fandom apa ga, soalnya pas 2011 sumber2 kpop msh sangatsangatsangat terbatas\nnctzen",neg
Tetangga depan baru pindah dari luar jawa langsung punya pacar terus malem ini mau tunangan,pos
"Pernah ga sih kita semua berpikir, sekarang apa bedanya univ swasta dan negeri kalau harga yang diberikan semahal itu? Bukankah itu yang harusnya menjadi evaluasi pemerintah?",pos
"Dulu aja ada video bapak2 yang nangis karna anaknya ga bisa bayar kuliah di UIN pada bersimpati, giliran ada yang ngungkapin kapitalisasi pendidikan ini ke presiden marah2 yatuhan maunya apa coba :(",neg
Saya heran mengapa pengungkapan terhadap sistem pendidikan yang mahal dan tidak terjangkau alias eksklusif ke orang mampu ke presiden menjadi bahan olokan. Saya malah berterima kasih kepada adik ini sudah berani menyatakan fakta yang terjadi di kalangan bawah.,pos
"@FirstMediaCares halo ini daerah lenteng agung gangguan apa gmn ya, bisa connect wifi tp no internet. no pelanggan 26059401",neg
awas bentar lg di block nih akun gue,neg
@ecstatictwerp @vck__ Presiden be like : kerjaan gue banyak zeyenk,pos
@idolfess AWAS AJA YG NGE BASH W BASH BALIK😠😠😠😠,neg
jakarta hari ini emang dingin atau aku yg cupu,neg
@ikezoofu yea... jakarta dan sekitarnya really really sucks,pos
@askmenfess apaka kamu tinggal di padang,pos
@tubirfess kalo mindset org2 uda pada berubah kan cewe2 jd lbh nyaman gapake bh keluar rmh ga si? mnrt gua sih gt ya so yeah gua pro ama dia,neg
makan gong gong di jakarta dimana sih,neg
i guess tbz really loves jakarta 🤣,pos
"jadi tadi tu gua ke daerah kemanggisan sana buat nyari kos2an kan, trs ada temen bapak gua yg kyk udh nyariin referensi gt tp pas gua cek kurang oke semua",neg
"yes! im so done with people being so mean directly to u for no actual reason. no one deserves that. even as a joke, its not even funny anymore. dont listen to that kind of comments, we love and adore u very much❤",neg
bentar lagi Eyang Ibung diundang @HitamPutihT7 nih disuruh ngeramalin mau ada bencana apa aja di indonesia😂,neg
@naiseuday Bukan anak gua bukan,neg
@dyykim1704 iyaa tapi aman kan disana te des? tadi nanya org rumah pada panik dan baru buka twitter jg pada heboh:(( aku lg dijalan ga ngerasa apa2 malah makanya gatau kalau ada gempa,neg
sampe gatau ada gempa karena lg dijalan ga kerasa apa-apa,neg
@JeromePolin apa cuma gua yg saking pusingnya mikirin masa depan gempa pun ga kerasa,neg
Gelombang tsunami disimbolkan warna kuning. Pray for All 😔 #gempa #banten https://t.co/sgeQYx3jRN,neg
nuest ngerasain gempa gak ya,neg
gading cuyYyyYyY gila mantul sekali gempanya fuckkkkk mana gua di apartemen lt 19 lg,neg
@winnielatte gak deket pantai kan kamu sekarang??? bmkg bilang potensi tsunami😭😭😭😭😭,neg
YaAllah kagetttt lagi skinkeran tau2 gempa:'(((((,neg
ada yg ngerasa gempa gak,neg
@kdrama_menfess lah serius? pantes ga asing😭,neg
gua berasa kek anak smp dah yg baper cmn gara2 fanfic 🤠👍🏻,neg
gila gua bnr bnr baper bgt ama fanfic sumpa pdhl uda 2 apa 3x baca ulang ttp sebaper itu,neg
"@adnanssi Mungkin,aku pernah liat dan kayanya mutualku,mana coba kalo boleh tolong drop disini threadnya",neg
udah seneng2 senin bisa ke jakarta abis konsul krs an bisa main eh gataunya malah disuruh rapat🙂🙃🙂🙃🙂,neg
